date,year,total_cases,total_deaths,total_tests,total_hospitalizations,total_ICU,total_recoveries,total_vaccinations,total_vaccinated,total_boosters_1,total_boosters_2,total_vaccines_distributed
2022-04-29,2022,565052,4252,6913582,1220,47,523679,8698772,3389176,1646253,74947,10856429
2022-04-30,2022,565052,4252,6913582,1220,47,523679,8698772,3389176,1646253,74947,10856429
2022-05-01,2022,565052,4252,6913582,1220,47,523679,8698772,3389176,1646253,74947,10856429
2022-05-02,2022,565052,4252,6913582,1220,47,523679,8698772,3389176,1646253,74947,10856429
2022-05-03,2022,565052,4252,6913582,1220,47,523679,8698772,3389176,1646253,74947,10856429
2022-05-04,2022,570806,4321,6913582,1267,46,523679,8741621,3392584,1658116,100308,10856429
2022-05-05,2022,570806,4321,6913582,1267,46,523679,8741621,3392584,1658116,100308,10856429
2022-05-06,2022,570806,4321,6913582,1267,46,523679,8741621,3392584,1658116,100308,10856429
2022-05-07,2022,570806,4321,6913582,1267,46,523679,8741621,3392584,1658116,100308,10856429
2022-05-08,2022,570806,4321,6913582,1267,46,523679,8741621,3392584,1658116,100308,10856429
2022-05-09,2022,570806,4321,6913582,1267,46,523679,8741621,3392584,1658116,100308,10856429
2022-05-10,2022,570806,4321,6913582,1267,46,523679,8741621,3392584,1658116,100308,10856429
2022-05-11,2022,575185,4391,6913582,1225,37,523679,8772287,3394959,1664080,120729,10856429
2022-05-12,2022,575185,4391,6913582,1225,37,523679,8772287,3394959,1664080,120729,10856429
2022-05-13,2022,575185,4391,6913582,1225,37,523679,8772287,3394959,1664080,120729,10856429
2022-05-14,2022,575185,4391,6913582,1225,37,523679,8772287,3394959,1664080,120729,10856429
2022-05-15,2022,575185,4391,6913582,1225,37,523679,8772287,3394959,1664080,120729,10856429
2022-05-16,2022,575185,4391,6913582,1225,37,523679,8772287,3394959,1664080,120729,10856429
2022-05-17,2022,575185,4391,6913582,1225,37,523679,8772287,3394959,1664080,120729,10856429
2022-05-18,2022,578291,4452,6913582,1165,42,523679,8802520,3397198,1669417,141553,10856429
2022-05-19,2022,578291,4452,6913582,1165,42,523679,8802520,3397198,1669417,141553,10856429
2022-05-20,2022,578291,4452,6913582,1165,42,523679,8802520,3397198,1669417,141553,10856429
2022-05-21,2022,578291,4452,6913582,1165,42,523679,8802520,3397198,1669417,141553,10856429
2022-05-22,2022,578291,4452,6913582,1165,42,523679,8802520,3397198,1669417,141553,10856429
2022-05-23,2022,578291,4452,6913582,1165,42,523679,8802520,3397198,1669417,141553,10856429
2022-05-24,2022,578291,4452,6913582,1165,42,523679,8802520,3397198,1669417,141553,10856429
2022-05-25,2022,580881,4507,6913582,1040,31,523679,8825042,3407041,1673879,156040,10856429
2022-05-26,2022,580881,4507,6913582,1040,31,523679,8825042,3407041,1673879,156040,10856429
2022-05-27,2022,580881,4507,6913582,1040,31,523679,8825042,3407041,1673879,156040,10856429
2022-05-28,2022,580881,4507,6913582,1040,31,523679,8825042,3407041,1673879,156040,10856429
2022-05-29,2022,580881,4507,6913582,1040,31,523679,8825042,3407041,1673879,156040,10856429
2022-05-30,2022,580881,4507,6913582,1040,31,523679,8825042,3407041,1673879,156040,10856429
2022-05-31,2022,580881,4507,6913582,1040,31,523679,8825042,3407041,1673879,156040,10856429
2022-06-01,2022,583112,4558,6913582,931,29,523679,8847062,3409240,1678592,169590,10856429
2022-06-02,2022,583112,4558,6913582,931,29,523679,8847062,3409240,1678592,169590,10856429
2022-06-03,2022,583112,4558,6913582,931,29,523679,8847062,3409240,1678592,169590,10856429
2022-06-04,2022,583112,4558,6913582,931,29,523679,8847062,3409240,1678592,169590,10856429
2022-06-05,2022,583112,4558,6913582,931,29,523679,8847062,3409240,1678592,169590,10856429
2022-06-06,2022,583112,4558,6913582,931,29,523679,8847062,3409240,1678592,169590,10856429
2022-06-07,2022,583112,4558,6913582,931,29,523679,8847062,3409240,1678592,169590,10856429
2022-06-08,2022,584763,4567,6913582,816,24,523679,8863877,3403562,1682929,178521,10856429
2022-06-09,2022,584763,4567,6913582,816,24,523679,8863877,3403562,1682929,178521,10856429
2022-06-10,2022,584763,4567,6913582,816,24,523679,8863877,3403562,1682929,178521,10856429
2022-06-11,2022,584763,4567,6913582,816,24,523679,8863877,3403562,1682929,178521,10856429
2022-06-12,2022,584763,4567,6913582,816,24,523679,8863877,3403562,1682929,178521,10856429
2022-06-13,2022,584763,4567,6913582,816,24,523679,8863877,3403562,1682929,178521,10856429
2022-06-14,2022,584763,4567,6913582,816,24,523679,8863877,3403562,1682929,178521,10856429
2022-06-15,2022,586108,4591,6913582,719,19,523679,8878391,3405632,1686602,185911,10856429
2022-06-16,2022,586108,4591,6913582,719,19,523679,8878391,3405632,1686602,185911,10856429
2022-06-17,2022,586108,4591,6913582,719,19,523679,8878391,3405632,1686602,185911,10856429
2022-06-18,2022,586108,4591,6913582,719,19,523679,8878391,3405632,1686602,185911,10856429
2022-06-19,2022,586108,4591,6913582,719,19,523679,8878391,3405632,1686602,185911,10856429
2022-06-20,2022,586108,4591,6913582,719,19,523679,8878391,3405632,1686602,185911,10856429
2022-06-21,2022,586108,4591,6913582,719,19,523679,8878391,3405632,1686602,185911,10856429
2022-06-22,2022,587890,4604,6913582,661,17,523679,8888658,3406934,1689107,191502,10856429
2022-06-23,2022,587890,4604,6913582,661,17,523679,8888658,3406934,1689107,191502,10856429
2022-06-24,2022,587890,4604,6913582,661,17,523679,8888658,3406934,1689107,191502,10856429
2022-06-25,2022,587890,4604,6913582,661,17,523679,8888658,3406934,1689107,191502,10856429
2022-06-26,2022,587890,4604,6913582,661,17,523679,8888658,3406934,1689107,191502,10856429
2022-06-27,2022,587890,4604,6913582,661,17,523679,8888658,3406934,1689107,191502,10856429
2022-06-28,2022,587890,4604,6913582,661,17,523679,8888658,3406934,1689107,191502,10856429
2022-06-29,2022,588691,4621,6913582,589,13,523679,8888658,3406934,1689107,191502,10856429
2022-06-30,2022,588691,4621,6913582,589,13,523679,8888658,3406934,1689107,191502,10856429
2022-07-01,2022,588691,4621,6913582,589,13,523679,8888658,3406934,1689107,191502,10856429
2022-07-02,2022,588691,4621,6913582,589,13,523679,8888658,3406934,1689107,191502,10856429
2022-07-03,2022,588691,4621,6913582,589,13,523679,8888658,3406934,1689107,191502,10856429
2022-07-04,2022,588691,4621,6913582,589,13,523679,8888658,3406934,1689107,191502,10856429
2022-07-05,2022,588691,4621,6913582,589,13,523679,8888658,3406934,1689107,191502,10856429
2022-07-06,2022,589726,4636,6913582,568,21,523679,8909619,3409805,1694954,202098,10856429
2022-07-07,2022,589726,4636,6913582,568,21,523679,8909619,3409805,1694954,202098,10856429
2022-07-08,2022,589726,4636,6913582,568,21,523679,8909619,3409805,1694954,202098,10856429
2022-07-09,2022,589726,4636,6913582,568,21,523679,8909619,3409805,1694954,202098,10856429
2022-07-10,2022,589726,4636,6913582,568,21,523679,8909619,3409805,1694954,202098,10856429
2022-07-11,2022,589726,4636,6913582,568,21,523679,8909619,3409805,1694954,202098,10856429
2022-07-12,2022,589726,4636,6913582,568,21,523679,8909619,3409805,1694954,202098,10856429
2022-07-13,2022,591083,4632,6913582,552,16,523679,8924603,3411394,1698798,210600,10856429
2022-07-14,2022,591083,4632,6913582,552,16,523679,8924603,3411394,1698798,210600,10856429
2022-07-15,2022,591083,4632,6913582,552,16,523679,8924603,3411394,1698798,210600,10856429
2022-07-16,2022,591083,4632,6913582,552,16,523679,8924603,3411394,1698798,210600,10856429
2022-07-17,2022,591083,4632,6913582,552,16,523679,8924603,3411394,1698798,210600,10856429
2022-07-18,2022,591083,4632,6913582,552,16,523679,8924603,3411394,1698798,210600,10856429
2022-07-19,2022,591083,4632,6913582,552,16,523679,8924603,3411394,1698798,210600,10856429
2022-07-20,2022,592767,4652,6913582,559,23,523679,8942981,3412985,1703317,221712,10856429
2022-07-21,2022,592767,4652,6913582,559,23,523679,8942981,3412985,1703317,221712,10856429
2022-07-22,2022,592767,4652,6913582,559,23,523679,8942981,3412985,1703317,221712,10856429
2022-07-23,2022,592767,4652,6913582,559,23,523679,8942981,3412985,1703317,221712,10856429
2022-07-24,2022,592767,4652,6913582,559,23,523679,8942981,3412985,1703317,221712,10856429
2022-07-25,2022,592767,4652,6913582,559,23,523679,8942981,3412985,1703317,221712,10856429
2022-07-26,2022,592767,4652,6913582,559,23,523679,8942981,3412985,1703317,221712,10856429
2022-07-27,2022,594474,4665,6913582,649,26,523679,8978340,3414320,1706531,251327,10856429
2022-07-28,2022,594474,4665,6913582,649,26,523679,8978340,3414320,1706531,251327,10856429
2022-07-29,2022,594474,4665,6913582,649,26,523679,8978340,3414320,1706531,251327,10856429
2022-07-30,2022,594474,4665,6913582,649,26,523679,8978340,3414320,1706531,251327,10856429
2022-07-31,2022,594474,4665,6913582,649,26,523679,8978340,3414320,1706531,251327,10856429
2022-08-01,2022,594474,4665,6913582,649,26,523679,8978340,3414320,1706531,251327,10856429
2022-08-02,2022,594474,4665,6913582,649,26,523679,8978340,3414320,1706531,251327,10856429
2022-08-03,2022,596126,4673,6913582,702,28,523679,8999088,3415323,1708895,267664,10856429
2022-08-04,2022,596126,4673,6913582,702,28,523679,8999088,3415323,1708895,267664,10856429
2022-08-05,2022,596126,4673,6913582,702,28,523679,8999088,3415323,1708895,267664,10856429
2022-08-06,2022,596126,4673,6913582,702,28,523679,8999088,3415323,1708895,267664,10856429
2022-08-07,2022,596126,4673,6913582,702,28,523679,8999088,3415323,1708895,267664,10856429
2022-08-08,2022,596126,4673,6913582,702,28,523679,8999088,3415323,1708895,267664,10856429
2022-08-09,2022,596126,4673,6913582,702,28,523679,8999088,3415323,1708895,267664,10856429
2022-08-10,2022,597891,4694,6913582,748,28,523679,9039069,3416644,1712827,296695,12279099
2022-08-11,2022,597891,4694,6913582,748,28,523679,9039069,3416644,1712827,296695,12279099
2022-08-12,2022,597891,4694,6913582,748,28,523679,9039069,3416644,1712827,296695,12279099
2022-08-13,2022,597891,4694,6913582,748,28,523679,9039069,3416644,1712827,296695,12279099
2022-08-14,2022,597891,4694,6913582,748,28,523679,9039069,3416644,1712827,296695,12279099
2022-08-15,2022,597891,4694,6913582,748,28,523679,9039069,3416644,1712827,296695,12279099
2022-08-16,2022,597891,4694,6913582,748,28,523679,9039069,3416644,1712827,296695,12279099
2022-08-17,2022,599504,4721,6913582,818,28,523679,9141292,3419175,1722238,382545,12279099
2022-08-18,2022,599504,4721,6913582,818,28,523679,9141292,3419175,1722238,382545,12279099
2022-08-19,2022,599504,4721,6913582,818,28,523679,9141292,3419175,1722238,382545,12279099
2022-08-20,2022,599504,4721,6913582,818,28,523679,9141292,3419175,1722238,382545,12279099
2022-08-21,2022,599504,4721,6913582,818,28,523679,9141292,3419175,1722238,382545,12279099
2022-08-22,2022,599504,4721,6913582,818,28,523679,9141292,3419175,1722238,382545,12279099
2022-08-23,2022,599504,4721,6913582,818,28,523679,9141292,3419175,1722238,382545,12279099
2022-08-24,2022,601337,4748,6913582,870,32,523679,9168950,3420533,1725843,402110,12279099
2022-08-25,2022,601337,4748,6913582,870,32,523679,9168950,3420533,1725843,402110,12279099
2022-08-26,2022,601337,4748,6913582,870,32,523679,9168950,3420533,1725843,402110,12279099
2022-08-27,2022,601337,4748,6913582,870,32,523679,9168950,3420533,1725843,402110,12279099
2022-08-28,2022,601337,4748,6913582,870,32,523679,9168950,3420533,1725843,402110,12279099
2022-08-29,2022,601337,4748,6913582,870,32,523679,9168950,3420533,1725843,402110,12279099
2022-08-30,2022,601337,4748,6913582,870,32,523679,9168950,3420533,1725843,402110,12279099
2022-08-31,2022,602434,4790,6913582,857,20,523679,9194772,3422049,1729819,419424,12279099
2022-09-01,2022,602434,4790,6913582,857,20,523679,9194772,3422049,1729819,419424,12279099
2022-09-02,2022,602434,4790,6913582,857,20,523679,9194772,3422049,1729819,419424,12279099
2022-09-03,2022,602434,4790,6913582,857,20,523679,9194772,3422049,1729819,419424,12279099
2022-09-04,2022,602434,4790,6913582,857,20,523679,9194772,3422049,1729819,419424,12279099
2022-09-05,2022,602434,4790,6913582,857,20,523679,9194772,3422049,1729819,419424,12279099
2022-09-06,2022,602434,4790,6913582,857,20,523679,9194772,3422049,1729819,419424,12279099
2022-09-07,2022,603501,4832,6913582,799,20,523679,9217066,3423156,1736333,431759,12279099
2022-09-08,2022,603501,4832,6913582,799,20,523679,9217066,3423156,1736333,431759,12279099
2022-09-09,2022,603501,4832,6913582,799,20,523679,9217066,3423156,1736333,431759,12279099
2022-09-10,2022,603501,4832,6913582,799,20,523679,9217066,3423156,1736333,431759,12279099
2022-09-11,2022,603501,4832,6913582,799,20,523679,9217066,3423156,1736333,431759,12279099
2022-09-12,2022,603501,4832,6913582,799,20,523679,9217066,3423156,1736333,431759,12279099
2022-09-13,2022,603501,4832,6913582,799,20,523679,9217066,3423156,1736333,431759,12279099
2022-09-14,2022,604578,4848,6913582,819,26,523679,9235395,3424064,1740443,443129,12279099
2022-09-15,2022,604578,4848,6913582,819,26,523679,9235395,3424064,1740443,443129,12279099
2022-09-16,2022,604578,4848,6913582,819,26,523679,9235395,3424064,1740443,443129,12279099
2022-09-17,2022,604578,4848,6913582,819,26,523679,9235395,3424064,1740443,443129,12279099
2022-09-18,2022,604578,4848,6913582,819,26,523679,9235395,3424064,1740443,443129,12279099
2022-09-19,2022,604578,4848,6913582,819,26,523679,9235395,3424064,1740443,443129,12279099
2022-09-20,2022,604578,4848,6913582,819,26,523679,9235395,3424064,1740443,443129,12279099
2022-09-21,2022,605757,4872,6913582,843,26,523679,9246916,3424948,1743220,449427,12279099
2022-09-22,2022,605757,4872,6913582,843,26,523679,9246916,3424948,1743220,449427,12279099
2022-09-23,2022,605757,4872,6913582,843,26,523679,9246916,3424948,1743220,449427,12279099
2022-09-24,2022,605757,4872,6913582,843,26,523679,9246916,3424948,1743220,449427,12279099
2022-09-25,2022,605757,4872,6913582,843,26,523679,9246916,3424948,1743220,449427,12279099
2022-09-26,2022,605757,4872,6913582,843,26,523679,9246916,3424948,1743220,449427,12279099
2022-09-27,2022,605757,4872,6913582,843,26,523679,9246916,3424948,1743220,449427,12279099
2022-09-28,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-09-29,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-09-30,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-10-01,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-10-02,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-10-03,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-10-04,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-10-05,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-10-06,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-10-07,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-10-08,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-10-09,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-10-10,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-10-11,2022,607289,4905,6913582,980,39,523679,9285898,3425775,1746578,483065,12279099
2022-10-12,2022,610027,4951,6913582,1014,31,523679,9358108,3428936,1753271,543285,12279099
2022-10-13,2022,610027,4951,6913582,1014,31,523679,9358108,3428936,1753271,543285,12279099
2022-10-14,2022,610027,4951,6913582,1014,31,523679,9358108,3428936,1753271,543285,12279099
2022-10-15,2022,610027,4951,6913582,1014,31,523679,9358108,3428936,1753271,543285,12279099
2022-10-16,2022,610027,4951,6913582,1014,31,523679,9358108,3428936,1753271,543285,12279099
2022-10-17,2022,610027,4951,6913582,1014,31,523679,9358108,3428936,1753271,543285,12279099
2022-10-18,2022,610027,4951,6913582,1014,31,523679,9358108,3428936,1753271,543285,12279099
2022-10-19,2022,611389,4983,6913582,1070,33,523679,9396964,3430550,1756821,575989,12279099
2022-10-20,2022,611389,4983,6913582,1070,33,523679,9396964,3430550,1756821,575989,12279099
2022-10-21,2022,611389,4983,6913582,1070,33,523679,9396964,3430550,1756821,575989,12279099
2022-10-22,2022,611389,4983,6913582,1070,33,523679,9396964,3430550,1756821,575989,12279099
2022-10-23,2022,611389,4983,6913582,1070,33,523679,9396964,3430550,1756821,575989,12279099
2022-10-24,2022,611389,4983,6913582,1070,33,523679,9396964,3430550,1756821,575989,12279099
2022-10-25,2022,611389,4983,6913582,1070,33,523679,9396964,3430550,1756821,575989,12279099
2022-10-26,2022,612693,5011,6913582,1118,28,523679,9454899,3432396,1762393,625345,12279099
2022-10-27,2022,612693,5011,6913582,1118,28,523679,9454899,3432396,1762393,625345,12279099
2022-10-28,2022,612693,5011,6913582,1118,28,523679,9454899,3432396,1762393,625345,12279099
2022-10-29,2022,612693,5011,6913582,1118,28,523679,9454899,3432396,1762393,625345,12279099
2022-10-30,2022,612693,5011,6913582,1118,28,523679,9454899,3432396,1762393,625345,12279099
2022-10-31,2022,612693,5011,6913582,1118,28,523679,9454899,3432396,1762393,625345,12279099
2022-11-01,2022,612693,5011,6913582,1118,28,523679,9454899,3432396,1762393,625345,12279099
2022-11-02,2022,614234,5047,6913582,1095,24,523679,9547824,3433915,1769999,708094,12279099
2022-11-03,2022,614234,5047,6913582,1095,24,523679,9547824,3433915,1769999,708094,12279099
2022-11-04,2022,614234,5047,6913582,1095,24,523679,9547824,3433915,1769999,708094,12279099
2022-11-05,2022,614234,5047,6913582,1095,24,523679,9547824,3433915,1769999,708094,12279099
2022-11-06,2022,614234,5047,6913582,1095,24,523679,9547824,3433915,1769999,708094,12279099
2022-11-07,2022,614234,5047,6913582,1095,24,523679,9547824,3433915,1769999,708094,12279099
2022-11-08,2022,614234,5047,6913582,1095,24,523679,9547824,3433915,1769999,708094,12279099
2022-11-09,2022,615359,5093,6913582,1090,36,523679,9600748,3435276,1775413,753158,12279099
2022-11-10,2022,615359,5093,6913582,1090,36,523679,9600748,3435276,1775413,753158,12279099
2022-11-11,2022,615359,5093,6913582,1090,36,523679,9600748,3435276,1775413,753158,12279099
2022-11-12,2022,615359,5093,6913582,1090,36,523679,9600748,3435276,1775413,753158,12279099
2022-11-13,2022,615359,5093,6913582,1090,36,523679,9600748,3435276,1775413,753158,12279099
2022-11-14,2022,615359,5093,6913582,1090,36,523679,9600748,3435276,1775413,753158,12279099
2022-11-15,2022,615359,5093,6913582,1090,36,523679,9600748,3435276,1775413,753158,12279099
2022-11-16,2022,616682,5137,6913582,1141,40,523679,9652112,3436689,1781469,796013,12279099
2022-11-17,2022,616682,5137,6913582,1141,40,523679,9652112,3436689,1781469,796013,12279099
2022-11-23,2022,618030,5177,6913582,1107,40,523679,9697929,3438112,1787261,833359,12279099
2022-11-24,2022,618030,5177,6913582,1107,40,523679,9697929,3438112,1787261,833359,12279099
2022-11-30,2022,619345,5216,6913582,1077,46,523679,9734651,3439462,1792346,862470,12279099
2022-12-01,2022,619345,5216,6913582,1077,46,523679,9734651,3439462,1792346,862470,12279099
2022-12-07,2022,620475,5262,6913582,1042,38,523679,9762868,3440626,1796273,884525,12279099
2022-12-08,2022,620475,5262,6913582,1042,38,523679,9762868,3440626,1796273,884525,12279099
2022-12-21,2022,622428,5351,6913582,910,33,523679,9818705,3442774,1803054,929464,12279099
2022-12-22,2022,622428,5351,6913582,910,33,523679,9818705,3442774,1803054,929464,12279099
2022-12-28,2022,622428,5351,6913582,910,33,523679,9818705,3442774,1803054,929464,12279099
2022-12-29,2022,622428,5351,6913582,910,33,523679,9818705,3442774,1803054,929464,12279099
2023-01-04,2023,622428,5351,6913582,910,33,523679,9818705,3442774,1803054,929464,12279099
2023-01-05,2023,622428,5351,6913582,910,33,523679,9818705,3442774,1803054,929464,12279099
2023-01-11,2023,625120,5443,6913582,878,31,523679,9892050,3445203,1810790,990333,12279099
2023-01-12,2023,625120,5443,6913582,878,31,523679,9892050,3445203,1810790,990333,12279099
2023-01-18,2023,625948,5470,6913582,856,29,523679,9917329,3446178,1813359,1011191,12279099
2023-01-19,2023,625948,5470,6913582,856,29,523679,9917329,3446178,1813359,1011191,12279099
2023-01-25,2023,626594,5465,6913582,778,29,523679,9934751,3446994,1815245,1025223,12279099
2023-01-26,2023,626594,5465,6913582,778,29,523679,9934751,3446994,1815245,1025223,12279099
2023-02-01,2023,627184,5486,6913582,702,25,523679,9949142,3447853,1816947,1036389,12279099
2023-02-02,2023,627184,5486,6913582,702,25,523679,9949142,3447853,1816947,1036389,12279099
2023-02-08,2023,627727,5510,6913582,683,22,523679,9961151,3448625,1818256,1045808,12279099
2023-02-09,2023,627727,5510,6913582,683,22,523679,9961151,3448625,1818256,1045808,12279099
2023-02-15,2023,628150,5536,6913582,622,19,523679,9970975,3449372,1819365,1053278,12279099
2023-02-16,2023,628150,5536,6913582,622,19,523679,9970975,3449372,1819365,1053278,12279099
2023-02-22,2023,628572,5556,6913582,575,16,523679,9978329,3449851,1820177,1059014,12279099
2023-02-23,2023,628572,5556,6913582,575,16,523679,9978329,3449851,1820177,1059014,12279099
2023-03-01,2023,628947,5602,6913582,554,15,523679,9985299,3450467,1821050,1064110,12279099
2023-03-02,2023,628947,5602,6913582,554,15,523679,9985299,3450467,1821050,1064110,12279099
2023-03-08,2023,629269,5622,6913582,518,12,523679,9992842,3451044,1821937,1069812,12279099
2023-03-09,2023,629269,5622,6913582,518,12,523679,9992842,3451044,1821937,1069812,12279099
2023-03-15,2023,629648,5619,6913582,486,11,523679,9998877,3451552,1822692,1074294,12279099
2023-03-16,2023,629648,5619,6913582,486,11,523679,9998877,3451552,1822692,1074294,12279099
2023-03-22,2023,629648,5619,6913582,486,11,523679,9998877,3451552,1822692,1074294,12279099
2023-03-23,2023,629648,5619,6913582,486,11,523679,9998877,3451552,1822692,1074294,12279099
2023-03-29,2023,630444,5643,6913582,465,25,523679,10011661,3452427,1824274,1084094,12279099
2023-03-30,2023,630444,5643,6913582,465,25,523679,10011661,3452427,1824274,1084094,12279099
2023-04-05,2023,630824,5653,6913582,485,19,523679,10017856,3452878,1824913,1088897,12279099
2023-04-06,2023,630824,5653,6913582,485,19,523679,10017856,3452878,1824913,1088897,12279099
2023-04-12,2023,631164,5674,6913582,458,17,523679,10024026,3453122,1825433,1094151,12279099
2023-04-13,2023,631164,5674,6913582,458,17,523679,10024026,3453122,1825433,1094151,12279099
2023-04-19,2023,631466,5685,6913582,460,19,523679,10032077,3453434,1826018,1101098,12279099
2023-04-20,2023,631466,5685,6913582,460,19,523679,10032077,3453434,1826018,1101098,12279099
2023-04-26,2023,631858,5699,6913582,482,22,523679,10040839,3453715,1826516,1108869,12279099
2023-04-27,2023,631858,5699,6913582,482,22,523679,10040839,3453715,1826516,1108869,12279099
2023-05-03,2023,632177,5720,6913582,482,23,523679,10050276,3454052,1827060,1117198,12279099
2023-05-04,2023,632177,5720,6913582,482,23,523679,10050276,3454052,1827060,1117198,12279099
2023-05-10,2023,632177,5720,6913582,482,23,523679,10050276,3454052,1827060,1117198,12279099
2023-05-11,2023,632177,5720,6913582,482,23,523679,10050276,3454052,1827060,1117198,12279099
2023-05-17,2023,632775,5733,6913582,467,18,523679,10062690,3454502,1827803,1128052,12279099
2023-05-18,2023,632775,5733,6913582,467,18,523679,10062690,3454502,1827803,1128052,12279099
2023-05-24,2023,632775,5733,6913582,467,18,523679,10062690,3454502,1827803,1128052,12279099
2023-05-25,2023,632775,5733,6913582,467,18,523679,10062690,3454502,1827803,1128052,12279099
2023-05-31,2023,632775,5733,6913582,467,18,523679,10062690,3454502,1827803,1128052,12279099
2023-06-01,2023,632775,5733,6913582,467,18,523679,10062690,3454502,1827803,1128052,12279099
2023-06-07,2023,633367,5769,6913582,397,12,523679,10076326,3455054,1828677,1139851,12279099
2023-06-08,2023,633367,5769,6913582,397,12,523679,10076326,3455054,1828677,1139851,12279099
2023-06-14,2023,633632,5783,6913582,352,8,523679,10058997,3447846,1830012,1144289,12279099
2023-06-15,2023,633632,5783,6913582,352,8,523679,10058997,3447846,1830012,1144289,12279099
2023-06-21,2023,633723,5792,6913582,325,9,523679,10062971,3448042,1830278,1147633,12279099
2023-06-22,2023,633723,5792,6913582,325,9,523679,10062971,3448042,1830278,1147633,12279099
2023-06-28,2023,633802,5803,6913582,302,5,523679,10066316,3448246,1830536,1150346,12279099
2023-06-29,2023,633802,5803,6913582,302,5,523679,10066316,3448246,1830536,1150346,12279099
2023-07-05,2023,633802,5803,6913582,302,5,523679,10066316,3448246,1830536,1150346,12279099
2023-07-06,2023,633802,5803,6913582,302,5,523679,10066316,3448246,1830536,1150346,12279099
2023-07-12,2023,633802,5803,6913582,302,5,523679,10066316,3448246,1830536,1150346,12279099
2023-07-13,2023,633802,5803,6913582,302,5,523679,10066316,3448246,1830536,1150346,12279099
2023-07-19,2023,633802,5803,6913582,302,5,523679,10066316,3448246,1830536,1150346,12279099
2023-07-20,2023,633802,5803,6913582,302,5,523679,10066316,3448246,1830536,1150346,12279099
2023-07-26,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-07-27,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-08-02,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-08-03,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-08-09,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-08-10,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-08-16,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-08-17,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-08-23,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-08-24,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-08-30,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-08-31,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-09-06,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-09-07,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-09-13,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-09-14,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-09-20,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-09-21,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-09-27,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-09-28,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-10-04,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-10-05,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-10-11,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-10-12,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-10-18,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-10-19,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-10-25,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-10-26,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
